Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Observation Details,Checklist Comments,ML Catalog Numbers
S163083251,Canada Goose,Branta canadensis,330,67,US-IL,Cook,L224192,Killdeer (Tinley Creek) Wetlands,41.5439,-87.7545,2024-02-27,07:03 AM,eBird - Stationary Count,68,1,,,1,,,Skywatch on bridge. Decent winds from southwest,,93
S166462852,Canada Goose,Branta canadensis,330,4,US-IL,Cook,L224192,Killdeer (Tinley Creek) Wetlands,41.5439,-87.7545,2024-03-30,07:40 AM,eBird - Traveling Count,40,1,.805,,2,,,"40F, partly cloudy",,94
S167383692,Canada Goose,Branta canadensis,330,7,US-IL,Cook,L224192,Killdeer (Tinley Creek) Wetlands,41.5439,-87.7545,2024-04-06,07:30 AM,eBird - Traveling Count,199,1,4.023,,1,,5 FO,,,95
S172159522,Canada Goose,Branta canadensis,330,3,US-IL,Cook,L224192,Killdeer (Tinley Creek) Wetlands,41.5439,-87.7545,2024-05-04,06:55 AM,eBird - Traveling Count,147,1,2.947,,3,,,,,96
S165707295,Canada Goose,Branta canadensis,330,4,US-IL,Cook,L105600,LaBagh Woods Forest Preserve,41.9803903,-87.7412754,2024-03-23,09:00 AM,eBird - Traveling Count,120,1,2.092,,2,,,,,97
S176233609,Canada Goose,Branta canadensis,330,2,US-IL,Cook,L548509,"Lake Arlington Park, Arlington Heights",42.1140146,-87.9599762,2024-05-21,01:00 PM,eBird - Traveling Count,100,1,1.609,,2,,,Spent a lot of time with Keith McMullen.,,98
S162007767,Canada Goose,Branta canadensis,330,X,US-IL,Cook,L152605,Lake Calumet area--Big Marsh/Park #564,41.6882326,-87.5733733,2024-02-18,09:24 AM,eBird - Traveling Count,14,1,.597,,1,F Flyover,HO,,,99
S164305223,Canada Goose,Branta canadensis,330,4,US-IL,Cook,L152605,Lake Calumet area--Big Marsh/Park #564,41.6882326,-87.5733733,2024-03-10,07:58 AM,eBird - Traveling Count,76,1,2.414,,1,,,Walked full loop,,100
S160505504,Canada Goose,Branta canadensis,330,X,US-IL,Cook,L2508651,Lake Calumet area--Calumet River Turning Basin Number 5,41.6619478,-87.572279,2024-02-03,09:45 AM,eBird - Stationary Count,34,1,,,2,,,,,101
S160528832,Canada Goose,Branta canadensis,330,X,US-IL,Cook,L2508651,Lake Calumet area--Calumet River Turning Basin Number 5,41.6619478,-87.572279,2024-02-03,01:00 PM,eBird - Stationary Count,19,1,,,1,,H,,,102
S161399640,Canada Goose,Branta canadensis,330,4,US-IL,Cook,L2508651,Lake Calumet area--Calumet River Turning Basin Number 5,41.6619478,-87.572279,2024-02-11,11:11 AM,eBird - Traveling Count,13,1,.195,,19,,,,,103
S161998079,Canada Goose,Branta canadensis,330,X,US-IL,Cook,L2508651,Lake Calumet area--Calumet River Turning Basin Number 5,41.6619478,-87.572279,2024-02-18,08:50 AM,eBird - Stationary Count,10,1,,,1,,HO,No ice. 31 and sunny,,104
S189082544,Canada Goose,Branta canadensis,330,15,US-IL,Cook,L344054,Lake Calumet area--Deadstick Pond,41.6708602,-87.5741673,2024-07-27,09:38 AM,eBird - Traveling Count,71,1,2.109,,3,,,"High 70’s, sunny, SE winds 8 mph.",,105
S189264424,Canada Goose,Branta canadensis,330,14,US-IL,Cook,L344054,Lake Calumet area--Deadstick Pond,41.6708602,-87.5741673,2024-07-28,09:05 AM,eBird - Stationary Count,55,1,,,1,F Flyover,,Careful observations,,106
S190075882,Canada Goose,Branta canadensis,330,X,US-IL,Cook,L344054,Lake Calumet area--Deadstick Pond,41.6708602,-87.5741673,2024-08-03,10:47 AM,eBird - Stationary Count,49,1,,,2,,HO,Lifer stilt and pec for Ian. He fell in the mud but saved my scope :P,,107
S192141771,Canada Goose,Branta canadensis,330,59,US-IL,Cook,L344054,Lake Calumet area--Deadstick Pond,41.6708602,-87.5741673,2024-08-20,06:59 AM,eBird - Stationary Count,57,1,,,1,F Flyover,,,,108
S198208840,Canada Goose,Branta canadensis,330,29,US-IL,Cook,L344054,Lake Calumet area--Deadstick Pond,41.6708602,-87.5741673,2024-10-10,07:20 AM,eBird - Traveling Count,69,1,.805,,1,,,,,109
S171930641,Canada Goose,Branta canadensis,330,2,US-IL,Cook,L152650,Lake Calumet area--Hegewisch Marsh,41.6565,-87.5643,2024-05-04,10:08 AM,eBird - Traveling Count,59,1,1.448,,1,,,,,110
S159917252,Canada Goose,Branta canadensis,330,X,US-IL,Cook,L152656,Lake Calumet area--Indian Ridge Marshes north & south of 122nd,41.677,-87.5613,2024-01-27,09:40 AM,eBird - Traveling Count,45,1,1.609,,1,F Flyover,,"Very foggy and wet, muddy",,111
S162020963,Canada Goose,Branta canadensis,330,X,US-IL,Cook,L342159,Lake Calumet area--Lake Calumet/Harborside Golf Course,41.6880403,-87.5865269,2024-02-18,10:08 AM,eBird - Stationary Count,12,1,,,1,,,,,112
S163093183,Canada Goose,Branta canadensis,330,23,US-IL,Cook,L342159,Lake Calumet area--Lake Calumet/Harborside Golf Course,41.6880403,-87.5865269,2024-02-27,09:37 AM,eBird - Stationary Count,12,1,,,1,,,,,113
S164192920,Canada Goose,Branta canadensis,330,2,US-IL,Cook,L2691852,Lake Calumet area--Stony Island Landfills btwn 116th & 122nd (Chicago),41.6754121,-87.5735664,2024-03-09,08:20 AM,eBird - Stationary Count,20,1,,,1,F Flyover,,,,114
S203626958,Canada Goose,Branta canadensis,330,13,US-IL,Cook,L165597,"Lincoln Park, Chicago",41.92284,-87.6336,2024-11-25,07:20 AM,eBird - Stationary Count,85,1,,,2,,10 n to s over lake,"MF from south end ballfields. Not much movement apart from a few finch flocks.    Overcast and somewhat dark, about 50°F. Very light wind, building slightly out of the WNW. Lake glassy.  Very weak cold front and low pressure system passing at dawn, with a much stronger front looking to pass later today, bringing snow to northern MN, WI, and MI.",,115
S162055723,Canada Goose,Branta canadensis,330,12,US-IL,Cook,L1077685,"Lincoln Park, Chicago--Diversey Harbor",41.932614,-87.632618,2024-02-18,12:05 PM,eBird - Traveling Count,32,1,.966,,1,,,,,116
S203631214,Canada Goose,Branta canadensis,330,10,US-IL,Cook,L1077685,"Lincoln Park, Chicago--Diversey Harbor",41.932614,-87.632618,2024-11-25,07:05 AM,eBird - Traveling Count,115,1,2.414,,1,,,Couldn't find WWDO,,117
S159957052,Canada Goose,Branta canadensis,330,4,US-IL,Cook,L152691,"Lincoln Park, Chicago--North Pond",41.9283,-87.637,2024-01-27,03:46 PM,eBird - Stationary Count,5,1,,,2,,,With Julia,,118
S159009178,Canada Goose,Branta canadensis,330,28,US-IL,Cook,L152668,Linne Woods Forest Preserve,42.0454,-87.7844,2024-01-15,02:45 PM,eBird - Traveling Count,68,1,2.092,,1,F Flyover,,,,119
S160555967,Canada Goose,Branta canadensis,330,X,US-IL,Cook,L152668,Linne Woods Forest Preserve,42.0454,-87.7844,2024-02-03,04:20 PM,eBird - Traveling Count,55,1,1.931,,4,F Flyover,,Stumbled upon Dustin and friends!,,120
S163449760,Canada Goose,Branta canadensis,330,8,US-IL,Cook,L122298,Little Red Schoolhouse Nature Center,41.709155,-87.8770047,2024-03-02,10:05 AM,eBird - Traveling Count,62,1,1.287,,1,,,,,121
S164312929,Canada Goose,Branta canadensis,330,2,US-IL,Cook,L10887771,Marian Byrnes Park (Van Vlissingen Prairie),41.7137122,-87.5758004,2024-03-10,09:30 AM,eBird - Traveling Count,45,1,1.287,,1,,,,,122
S160547247,Canada Goose,Branta canadensis,330,8,US-IL,Cook,L679333,"Memorial Park Cemetery, Skokie",42.0601904,-87.7402496,2024-02-03,03:15 PM,eBird - Traveling Count,42,1,3.219,,1,,,,,123
S160656496,Canada Goose,Branta canadensis,330,8,US-IL,Cook,L679333,"Memorial Park Cemetery, Skokie",42.0601904,-87.7402496,2024-02-04,02:25 PM,eBird - Traveling Count,74,1,3.058,,1,,,,,124
S203195277,Canada Goose,Branta canadensis,330,3,US-IL,Cook,L679333,"Memorial Park Cemetery, Skokie",42.0601904,-87.7402496,2024-11-21,01:14 PM,eBird - Traveling Count,94,1,4.828,,1,F Flyover,,,,125
S203305680,Canada Goose,Branta canadensis,330,6,US-IL,Cook,L679333,"Memorial Park Cemetery, Skokie",42.0601904,-87.7402496,2024-11-22,07:10 AM,eBird - Traveling Count,255,1,6.437,,1,,,Driving around listening for WWCR with no luck.,,126
S203670940,Canada Goose,Branta canadensis,330,1,US-IL,Cook,L679333,"Memorial Park Cemetery, Skokie",42.0601904,-87.7402496,2024-11-26,07:02 AM,eBird - Traveling Count,118,1,4.828,,1,,,No WWCR FO,,127
S203912253,Canada Goose,Branta canadensis,330,9,US-IL,Cook,L679333,"Memorial Park Cemetery, Skokie",42.0601904,-87.7402496,2024-11-28,03:02 PM,eBird - Traveling Count,55,1,4.023,,1,F Flyover,,Driving around with windows down listening for WWCR.,,128
S200038633,Canada Goose,Branta canadensis,330,35,US-IL,Cook,L140218,Miller Meadows Forest Preserve,41.855648,-87.8284149,2024-10-23,07:45 AM,eBird - Stationary Count,448,1,,,1,,,"NW winds at av 12mph, blue dome after 10am, poor activity. SWHA from Fort not intercepted.",,129
S157860500,Canada Goose,Branta canadensis,330,5,US-IL,Cook,L1116112,"Monroe Harbor, Chicago",41.8753449,-87.6152372,2024-01-02,10:26 AM,eBird - Stationary Count,6,1,,,1,F Flyover,,Raced to the western grebe when Doug Stotz refound it. My 3rd attempt at this same bird! Could only spend a few minutes with it before heading back to work.,,130
S160073156,Canada Goose,Branta canadensis,330,X,US-IL,Cook,L1116112,"Monroe Harbor, Chicago",41.8753449,-87.6152372,2024-01-28,02:45 PM,eBird - Stationary Count,60,1,,,2,,,"Failed on finding the black scoter. Thanks for the report regardless, Aaron G! Hundreds of ducks, many too far out close to the northern break wall where even my scope had difficulty seeing them well. Cold, winds, and sheer number of birds impacted our ability to view the birds, leading me to believe we may have simply missed it instead of it leaving the area. Checked both sides of the southern breakwall extensively.",,131
S159957458,Canada Goose,Branta canadensis,330,X,US-IL,Cook,L2057479,"Montrose Harbor, Chicago",41.9614367,-87.6386046,2024-01-27,03:20 PM,eBird - Traveling Count,25,1,.483,,2,,,With Julia. Lifer RTLO for her,,132
S157725359,Canada Goose,Branta canadensis,330,X,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-01-01,10:10 AM,eBird - Traveling Count,60,0,1.287,,1,,,My first checklist of 2024! Spent most time checking harbor and beach. Didn't spend any time in the hedge except for walking through once.,,133
S158165505,Canada Goose,Branta canadensis,330,X,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-01-05,07:10 AM,eBird - Traveling Count,125,1,6.154,,2,,,,,134
S158566394,Canada Goose,Branta canadensis,330,X,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-01-10,07:15 AM,eBird - Traveling Count,100,1,2.253,,1,,,,,135
S158807023,Canada Goose,Branta canadensis,330,X,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-01-13,12:02 PM,eBird - Traveling Count,126,1,1.609,,3,,,"Lifer Iceland for both me and Dan! Lifer lappies, harrier, long tailed duck, and pipits for Dan!",,136
S159384064,Canada Goose,Branta canadensis,330,X,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-01-20,01:15 PM,eBird - Traveling Count,63,1,1.609,,2,F Flyover,H,,,137
S160641816,Canada Goose,Branta canadensis,330,56,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-02-04,11:43 AM,eBird - Traveling Count,68,1,1.609,,1,,Counted sitting,,,138
S161170915,Canada Goose,Branta canadensis,330,X,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-02-10,12:45 PM,eBird - Traveling Count,90,1,1.931,,3,,,With Dan and Ben. A spectacular surprise and my first solo rarity find for Cook county!,,139
S161981767,Canada Goose,Branta canadensis,330,X,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-02-18,06:58 AM,eBird - Traveling Count,50,1,1.368,,1,,,,,140
S162911411,Canada Goose,Branta canadensis,330,X,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-02-25,10:05 AM,eBird - Traveling Count,130,1,.805,,1,,,Spent majority of time on pier scoping into lake. Failed to see Bob H's glaucous and eared. Sad I missed em. A triple whammy of frustration considering I searched for a harlequin all morning. Strong winds from the southwest during most of my stay keeping the few waterfowl out far. Bald eagle over lake and GBBG on public beach were nice surprises.,,141
S163003262,Canada Goose,Branta canadensis,330,X,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-02-26,08:09 AM,eBird - Traveling Count,15,1,.644,,1,,,Got my lifer Eared Grebe! So great to get this bird after missing two targets on the weekend. Raced from parking lot to pier for the bird. Brief pass through hedge and birded by ear afterwards.,,142
S164327726,Canada Goose,Branta canadensis,330,5,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-03-10,11:01 AM,eBird - Traveling Count,58,1,1.127,,1,,,,,143
S165011578,Canada Goose,Branta canadensis,330,5,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-03-16,07:25 AM,eBird - Traveling Count,105,1,1.609,,1,,,,,144
S165677233,Canada Goose,Branta canadensis,330,9,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-03-23,07:15 AM,eBird - Traveling Count,75,1,1.77,,1,,,,,145
S165929212,Canada Goose,Branta canadensis,330,14,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-03-25,07:20 AM,eBird - Traveling Count,82,1,.966,,1,,,"Quick pass through hedge, mostly lakewatch before work",,146
S166542817,Canada Goose,Branta canadensis,330,2,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-03-30,02:30 PM,eBird - Traveling Count,80,1,1.609,,3,,,,,147
S167542473,Canada Goose,Branta canadensis,330,6,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-04-07,08:15 AM,eBird - Traveling Count,120,1,2.092,,1,,,,,148
S167701759,Canada Goose,Branta canadensis,330,6,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-04-08,06:55 AM,eBird - Traveling Count,112,1,2.253,,1,,,Missed the bittern,,149
S167873817,Canada Goose,Branta canadensis,330,19,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-04-09,06:30 AM,eBird - Traveling Count,112,1,3.701,,1,,,Walked around with Peter for a bit!,,150
S167938685,Canada Goose,Branta canadensis,330,4,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-04-09,05:08 PM,eBird - Traveling Count,89,1,2.253,,2,,,,,151
S168408493,Canada Goose,Branta canadensis,330,2,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-04-13,08:15 AM,eBird - Traveling Count,189,1,2.897,,1,,,"Met many fellow birders, mom came too",,152
S169152336,Canada Goose,Branta canadensis,330,12,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-04-18,06:15 AM,eBird - Traveling Count,136,1,2.414,,1,,,,,153
S169484730,Canada Goose,Branta canadensis,330,2,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-04-20,11:45 AM,eBird - Traveling Count,59,1,2.092,,1,,,,,154
S169610371,Canada Goose,Branta canadensis,330,2,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-04-21,06:30 AM,eBird - Traveling Count,121,1,2.414,,1,,,,,155
S169949079,Canada Goose,Branta canadensis,330,2,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-04-23,06:05 AM,eBird - Traveling Count,155,1,2.253,,1,,,,,156
S170365205,Canada Goose,Branta canadensis,330,2,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-04-26,09:15 AM,eBird - Traveling Count,55,1,1.609,,2,,,,,157
S170553377,Canada Goose,Branta canadensis,330,2,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-04-27,06:30 AM,eBird - Traveling Count,253,1,4.828,,2,,,Metup with John Legge. Saw lots of birder friends!,,158
S170737861,Canada Goose,Branta canadensis,330,2,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-04-28,06:30 AM,eBird - Traveling Count,200,1,3.219,,1,,,Metup with Melissa from last year's bird banding!,,159
S171058070,Canada Goose,Branta canadensis,330,2,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-04-29,06:15 AM,eBird - Traveling Count,130,1,2.092,,1,,,Of course I leave before the stilts show up!,,160
S171319024,Canada Goose,Branta canadensis,330,3,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-05-01,08:10 AM,eBird - Traveling Count,106,1,3.219,,1,,,,,161
S172157896,Canada Goose,Branta canadensis,330,2,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-05-05,06:05 AM,eBird - Traveling Count,85,1,.805,,1,,,Before COS walk,,162
S172156805,Canada Goose,Branta canadensis,330,2,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-05-05,07:30 AM,eBird - Traveling Count,115,1,2.414,,10,,,COS walk,,163
S173229363,Canada Goose,Branta canadensis,330,5,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-05-10,09:05 AM,eBird - Traveling Count,120,1,2.092,,1,,,,,164
S173556907,Canada Goose,Branta canadensis,330,2,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-05-11,07:40 AM,eBird - Traveling Count,140,1,2.414,,20,,,"Bird and plant walk with colleagues, partners, and friends!",,165
S173792206,Canada Goose,Branta canadensis,330,2,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-05-11,06:05 PM,eBird - Stationary Count,123,1,,,1,,,Only beaches,,166
